time,open,high,low,close,Volume
2020-12-01,123.45,129,116.45,128.25,362026
2021-01-04,128.4,131.75,118.75,122.95,386215
2021-02-01,122.65,140.45,120.2,137.5,516969
2021-03-01,137.7,139.8,120.5,123.5,436277
2021-04-01,124.95,147.65,120.55,141.45,507038
2021-05-03,141,163.15,139.6,162.35,390903
2021-06-01,162,166.75,149.05,159.75,539358
2021-07-01,161.1,215.2,147.65,179.55,571188
2021-08-02,179.35,201.55,171.6,195.9,513930
2021-09-01,195.9,199.75,182,194,335857
2021-10-01,194,215.15,191.3,203.95,405151
2021-11-01,203.2,248.2,198.7,232.3,585637
2021-12-01,234.5,252.35,223.1,226.1,326589
2022-01-03,226.15,245,220.55,235.1,377814
2022-02-01,235.75,260.45,232.4,232.9,478236
2022-03-01,235,239.15,210.15,226.4,417459
2022-04-01,226,237.7,214.25,222.1,426326
2022-05-02,221,233.8,202.3,231.25,386918
2022-06-01,232.05,242,217.1,230.1,455728
2022-07-01,231.05,236.05,194.6,217.2,370697
2022-08-01,217.55,242.95,205.9,235.25,468593
2022-09-01,234.6,236.4,210.85,221.55,342816
2022-10-03,220.8,226.45,167.75,177.7,481531
2022-11-01,177.85,183.4,154.05,169.9,446789
2022-12-01,170,174.95,154.55,167.3,316310
2023-01-03,166.45,182.8,142.05,181.75,481023
2023-02-01,180.3,194.15,171.25,186.3,480403
2023-03-01,184.75,186.4,166.15,170.5,444205
2023-04-03,171.3,204.9,171.25,185.95,453135
2023-05-01,184.15,194.4,175.55,178.65,423612
2023-06-01,179.65,196.15,157.75,159,517550
2023-07-03,159.9,166,155.05,164.65,360066
2023-08-01,165.1,168.3,147.2,154.5,508733
2023-09-01,154.65,164.5,144.95,146.15,400073
2023-10-02,146,169.05,143.7,167.3,503881
2023-11-01,166,185.9,158.75,184.7,565492
2023-12-01,185.75,203.9,175.05,188.3,406378
2024-01-02,188.65,197.45,175.55,194.05,420620
2024-02-01,193.4,195.3,177.5,184.35,488783
2024-03-01,184.85,194.75,179.35,188.85,417421
2024-04-01,188,245.4,187.7,216.65,713654
2024-05-01,214.65,237.75,192.15,222.35,497746
2024-06-03,221.15,239.8,216.1,226.8,479706
2024-07-01,227.3,255.3,219.05,229.2,429765
2024-08-01,229.2,259.45,221,244.05,515576
2024-09-03,241.95,275.05,235.3,270.25,361363
2024-10-01,269.8,271.45,243.35,245.9,384547
2024-11-01,246.3,335.45,241.3,318.05,558772
2024-12-02,313.05,348.35,290.05,319.75,385358
2025-01-02,321.55,381.05,314.9,377.85,354317
2025-02-03,375.85,429.95,366.3,373.05,457049
2025-03-03,375.7,418.55,375.7,384.4,93832
