Date,Negative_News,Total_News,Negative_News_Ratio
2013-01-27,1025.1666666666667,12175.833333333334,0.08419683799876805
2013-02-27,1019.3333333333334,12108.666666666666,0.08418212850300061
2013-03-27,1013.5,12041.5,0.08416725491010256
2013-04-27,1007.6666666666666,11974.333333333334,0.08415221445870333
2013-05-27,1001.8333333333334,11907.166666666666,0.08413700432512633
2013-06-27,996.0,11840.0,0.08412162162162162
2013-07-27,990.1666666666666,11772.833333333334,0.08410606339453827
2013-08-27,984.3333333333334,11705.666666666666,0.08409032662243358
2013-09-27,978.5,11638.5,0.08407440821411694
2013-10-27,972.6666666666666,11571.333333333334,0.08405830500662556
2013-11-27,966.8333333333334,11504.166666666666,0.08404201376312931
2013-12-27,961.0,11437.0,0.08402553117076156
2014-01-27,942.9166666666666,11461.083333333334,0.08227116401154631
2014-02-27,924.8333333333334,11485.166666666666,0.08052415434400895
2014-03-27,906.75,11509.25,0.07878445598105871
2014-04-27,888.6666666666666,11533.333333333334,0.07705202312138727
2014-05-27,870.5833333333334,11557.416666666666,0.07532681034544918
2014-06-27,852.5,11581.5,0.07360877261149247
2014-07-27,834.4166666666666,11605.583333333334,0.07189786525163894
2014-08-27,816.3333333333334,11629.666666666666,0.07019404396801285
2014-09-27,798.25,11653.75,0.06849726482891773
2014-10-27,780.1666666666667,11677.833333333334,0.06680748426506058
2014-11-27,762.0833333333334,11701.916666666666,0.06512465906582256
2014-12-27,744.0,11726.0,0.06344874637557564
2015-01-27,734.1666666666666,11657.083333333334,0.06298030525074168
2015-02-27,724.3333333333334,11588.166666666666,0.0625062923384487
2015-03-27,714.5,11519.25,0.06202660763504569
2015-04-27,704.6666666666666,11450.333333333334,0.06154114872929463
2015-05-27,694.8333333333334,11381.416666666666,0.06104981072947861
2015-06-27,685.0,11312.5,0.060552486187845304
2015-07-27,675.1666666666666,11243.583333333334,0.060049065022271954
2015-08-27,665.3333333333334,11174.666666666666,0.059539434435031624
2015-09-27,655.5,11105.75,0.059023478828534766
2015-10-27,645.6666666666666,11036.833333333334,0.05850107971791425
2015-11-27,635.8333333333334,10967.916666666666,0.05797211564031456
2015-12-27,626.0,10899.0,0.05743646206073952
2016-01-27,634.9166666666666,10914.25,0.05817318337647265
2016-02-27,643.8333333333334,10929.5,0.058907848788447174
2016-03-27,652.75,10944.75,0.05964046689051829
2016-04-27,661.6666666666666,10960.0,0.06037104622871046
2016-05-27,670.5833333333334,10975.25,0.0610995953015497
2016-06-27,679.5,10990.5,0.06182612256039307
2016-07-27,688.4166666666666,11005.75,0.0625506364097555
2016-08-27,697.3333333333334,11021.0,0.06327314520763391
2016-09-27,706.25,11036.25,0.06399365726582852
2016-10-27,715.1666666666666,11051.5,0.06471218085026165
2016-11-27,724.0833333333334,11066.75,0.06542872418129382
2016-12-27,733.0,11082.0,0.06614329543403717
2017-01-27,751.1666666666666,11436.666666666666,0.0656805596036141
2017-02-27,769.3333333333334,11791.333333333334,0.06524566065471815
2017-03-27,787.5,12146.0,0.06483616005269224
2017-04-27,805.6666666666666,12500.666666666666,0.06444989600554638
2017-05-27,823.8333333333334,12855.333333333334,0.06408494528859618
2017-06-27,842.0,13210.0,0.06373959121877365
2017-07-27,860.1666666666666,13564.666666666668,0.06341229665306924
2017-08-27,878.3333333333334,13919.333333333334,0.06310168111499592
2017-09-27,896.5,14274.0,0.06280650133109149
2017-10-27,914.6666666666669,14628.666666666668,0.06252563459873309
2017-11-27,932.8333333333334,14983.333333333334,0.06225806451612903
2017-12-27,951.0,15338.0,0.06200286869213718
2018-01-27,941.5833333333334,15316.583333333334,0.061474763192400396
2018-02-27,932.1666666666666,15295.166666666666,0.06094517876017478
2018-03-27,922.75,15273.75,0.06041410917423684
2018-04-27,913.3333333333334,15252.333333333334,0.059881548178420785
2018-05-27,903.9166666666666,15230.916666666666,0.05934748948137287
2018-06-27,894.5,15209.5,0.058811926756303624
2018-07-27,885.0833333333334,15188.083333333334,0.05827485364073808
2018-08-27,875.6666666666666,15166.666666666666,0.057736263736263733
2018-09-27,866.25,15145.25,0.05719615060827652
2018-10-27,856.8333333333334,15123.833333333334,0.05665450778572452
2018-11-27,847.4166666666666,15102.416666666666,0.05611132876084953
2018-12-27,838.0,15081.0,0.055566606988926466
2019-01-27,856.6666666666666,15141.5,0.05657739765985316
2019-02-27,875.3333333333334,15202.0,0.05758014296364514
2019-03-27,894.0,15262.5,0.058574938574938576
2019-04-27,912.6666666666666,15323.0,0.05956187865735604
2019-05-27,931.3333333333334,15383.5,0.060541055893218926
2019-06-27,950.0,15444.0,0.061512561512561514
2019-07-27,968.6666666666669,15504.5,0.062476485321465824
2019-08-27,987.3333333333334,15565.0,0.06343291572973551
2019-09-27,1006.0,15625.5,0.06438193977792711
2019-10-27,1024.6666666666667,15686.0,0.06532364316375537
2019-11-27,1043.3333333333333,15746.5,0.06625811026789022
2019-12-27,1062.0,15807.0,0.06718542417916114
2020-01-27,1049.4166666666667,15706.416666666666,0.06681451848236125
2020-02-27,1036.8333333333333,15605.833333333334,0.06643883163347038
2020-03-27,1024.25,15505.25,0.06605827058576934
